Date,Open,High,Low,Close,Volume,Adj Close,Symbol
2010-01-04,626.9500059999999,629.510005,624.240011,626.7500110000001,3908400,313.688694,GOOGL
2010-01-05,627.180001,627.839984,621.540016,623.990017,6003300,312.307316,GOOGL
2010-01-06,625.860033,625.860033,606.360021,608.260035,7949400,304.434452,GOOGL
2010-01-07,609.400008,609.999993,592.64999,594.100015,12815700,297.347355,GOOGL
2010-01-08,592.000005,603.250036,589.1100150000001,602.020005,9439100,301.31131400000004,GOOGL
2010-01-11,604.4600059999999,604.4600059999999,594.040017,601.110027,14411300,300.855869,GOOGL
2010-01-12,597.649989,598.160038,587.9999809999999,590.479981,9696800,295.535526,GOOGL
2010-01-13,576.490018,588.380033,573.90002,587.090003,12980200,293.83884,GOOGL
2010-01-14,583.90002,594.200013,582.809986,589.849997,8471700,295.220219,GOOGL
2010-01-15,593.340034,593.560028,578.03998,579.999993,10858100,290.29028700000003,GOOGL
2010-01-19,581.200025,590.419983,576.290023,587.61999,8624700,294.104099,GOOGL
2010-01-20,585.9800299999999,585.9800299999999,575.289986,580.409983,6494800,290.495487,GOOGL
2010-01-21,583.440031,586.8200099999999,572.25,582.9799820000001,12602700,291.781773,GOOGL
2010-01-22,564.500006,570.599979,534.859997,550.009993,13587100,275.280277,GOOGL
2010-01-25,546.590016,549.879997,535.5099809999999,539.999994,8830900,270.270267,GOOGL
2010-01-26,537.9699820000001,549.600003,536.290023,542.419996,8702200,271.481479,GOOGL
2010-01-27,541.270024,547.64999,535.309986,542.100004,7920800,271.321323,GOOGL
2010-01-28,544.490006,547.000006,530.599979,534.290011,6451700,267.412418,GOOGL
2010-01-29,538.4900309999999,540.9900309999999,525.609979,529.9399950000001,8272700,265.235233,GOOGL
2010-02-01,534.600004,535.810035,530.299987,533.0199809999999,4497000,266.776767,GOOGL
2010-02-02,534.959995,534.959995,527.609991,531.120028,8184200,265.82583999999997,GOOGL
2010-02-03,528.670026,542.100004,528.230037,540.820035,5992200,270.680698,GOOGL
2010-02-04,537.000006,537.999982,525.55998,526.7800110000001,6748600,263.653659,GOOGL
2010-02-05,528.400033,533.50003,522.459995,531.290023,6305600,265.910923,GOOGL
2010-02-08,532.499994,542.000006,531.5300179999999,533.470031,5383200,267.002018,GOOGL
2010-02-09,539.540005,541.530017,535.069992,536.44002,5633500,268.488498,GOOGL
2010-02-10,534.070017,537.789987,527.689989,534.450007,5343600,267.492496,GOOGL
2010-02-11,533.320035,540.489982,529.500006,536.400021,4815100,268.468479,GOOGL
2010-02-12,532.9699820000001,537.150002,530.499982,533.1199790000001,4554800,266.826816,GOOGL
2010-02-16,536.870009,544.1300150000001,534.300011,541.300023,7301400,270.920932,GOOGL
2010-02-17,542.000006,543.400033,537.609991,538.209976,4055300,269.374363,GOOGL
2010-02-18,537.539993,545.009993,536.1400269999999,543.220037,4669100,271.8819,GOOGL
2010-02-19,540.5299809999999,544.030017,539.7000009999999,540.760036,5101000,270.650669,GOOGL
2010-02-22,547.349997,547.499994,541.00003,542.799986,4284900,271.671665,GOOGL
2010-02-23,542.999982,543.6300269999999,532.289999,535.069992,5739400,267.80279900000005,GOOGL
2010-02-24,533.9800190000001,538.440032,530.5099809999999,531.4700190000001,4648500,266.001011,GOOGL
2010-02-25,527.120003,528.4900309999999,519.999994,526.43002,6611700,263.478489,GOOGL
2010-02-26,527.419996,531.750012,523.4800309999999,526.800011,4094500,263.66366899999997,GOOGL
2010-03-01,529.200013,533.290036,527.739988,532.689989,4471300,266.611606,GOOGL
2010-03-02,535.4799820000001,545.659978,535.009994,541.060029,8704800,270.800815,GOOGL
2010-03-03,542.359997,548.1199790000001,539.250012,545.3199860000001,6172600,272.93292599999995,GOOGL
2010-03-04,546.500018,556.1300269999999,546.200025,554.590004,6361200,277.57257400000003,GOOGL
2010-03-05,561.350022,567.669989,559.899996,564.210013,7816500,282.387394,GOOGL
2010-03-08,564.779999,565.179989,561.01003,562.479994,4768000,281.521519,GOOGL
2010-03-09,559.849997,564.660002,556.500018,560.189989,6346800,280.37537000000003,GOOGL
2010-03-10,563.760024,578.50003,562.210001,576.450019,11298400,288.513523,GOOGL
2010-03-11,574.2600110000001,586.210025,574.200013,581.140026,8458100,290.860874,GOOGL
2010-03-12,588.139978,588.280035,579.1600139999999,579.540005,5501200,290.060062,GOOGL
2010-03-15,566.680013,569.450007,556.00003,563.179977,9298400,281.87186,GOOGL
2010-03-16,561.83001,568.420032,560.760036,565.199989,6856100,282.882877,GOOGL
2010-03-17,568.300035,571.450019,564.250012,565.55998,6636500,283.06305299999997,GOOGL
2010-03-18,564.72,568.440031,562.9599820000001,566.40002,3550800,283.483494,GOOGL
2010-03-19,559.999994,567.9999809999999,557.279999,559.999994,9578800,280.280277,GOOGL
2010-03-22,556.110027,566.850009,554.2800110000001,557.499994,8001500,279.029026,GOOGL
2010-03-23,557.040005,558.310035,542.000006,549.000018,10991500,274.774784,GOOGL
2010-03-24,545.5099809999999,559.849997,539.7000009999999,557.329998,13117200,278.943943,GOOGL
2010-03-25,559.0200169999999,572.000006,558.660026,562.879984,7853900,281.721714,GOOGL
2010-03-26,565.269987,567.389996,560.019993,562.689989,5387000,281.626621,GOOGL
2010-03-29,562.9999809999999,564.72,560.56998,562.4499950000001,6202700,281.506504,GOOGL
2010-03-30,562.829985,567.62999,560.279987,566.710013,3951800,283.638645,GOOGL
2010-03-31,565.049992,569.74,562.809986,567.120003,6055500,283.84384500000004,GOOGL
2010-04-01,571.350021,573.450031,565.54998,568.800023,4201100,284.684696,GOOGL
2010-04-05,570.900032,574.879996,569.000018,571.01003,3799100,285.79080600000003,GOOGL
2010-04-06,569.460007,570.890033,565.399984,568.220037,4116000,284.394413,GOOGL
2010-04-07,567.2999980000001,568.750024,561.860009,563.540029,5156800,282.05206699999997,GOOGL
2010-04-08,563.320034,569.849997,560.049992,567.489994,3891100,284.029026,GOOGL
2010-04-09,567.489994,568.770023,564.000018,566.220025,4109000,283.393406,GOOGL
2010-04-12,567.349997,574.000018,566.220025,572.7299879999999,4700000,286.65164599999997,GOOGL
2010-04-13,572.529993,588.8800209999999,571.1300269999999,586.7700110000001,7816700,293.678684,GOOGL
2010-04-14,590.059992,592.3399969999999,584.010017,589.000018,6798500,294.794804,GOOGL
2010-04-15,592.170001,597.839985,588.290035,595.299986,13510000,297.947941,GOOGL
2010-04-16,562.9999809999999,568.810022,549.630003,550.14999,24446500,275.350345,GOOGL
2010-04-19,548.750024,553.990018,544.999994,550.099991,7780200,275.325321,GOOGL
2010-04-20,554.1700139999999,559.660002,551.060029,555.039993,5948800,277.797794,GOOGL
2010-04-21,556.460019,560.249987,552.160002,554.300011,4778200,277.427433,GOOGL
2010-04-22,552.000006,552.499994,543.3500339999999,547.060004,6554800,273.803806,GOOGL
2010-04-23,547.25,549.3200099999999,542.269999,544.989994,4174600,272.767765,GOOGL
2010-04-26,544.969994,544.989994,529.210013,531.6400150000001,8728800,266.086094,GOOGL
2010-04-27,528.95002,538.330035,527.230001,529.060017,7681700,264.794803,GOOGL
2010-04-28,532.100004,534.829998,521.03003,529.190014,6805300,264.859867,GOOGL
2010-04-29,533.370034,536.500018,526.6700139999999,532.000006,6111600,266.266269,GOOGL
2010-04-30,531.1300269999999,537.679989,525.439983,525.699977,4865900,263.113102,GOOGL
2010-05-03,526.500018,532.919984,525.079992,530.599979,3711800,265.56555499999996,GOOGL
2010-05-04,526.5200179999999,526.740012,504.210013,506.37002199999995,12140400,253.43844900000002,GOOGL
2010-05-05,500.98000099999996,515.719976,500.470013,509.76,9155200,255.13513500000002,GOOGL
2010-05-06,508.749994,517.519994,459.999995,498.66999599999997,9990100,249.584583,GOOGL
2010-05-07,499.96999500000004,505.320017,481.32999299999994,493.14000899999996,10167800,246.816821,GOOGL
2010-05-10,513.9700190000001,522.8199860000001,512.599992,521.650015,8247700,261.086093,GOOGL
2010-05-11,515.669978,519.879997,508.220007,509.05001699999997,6638500,254.779788,GOOGL
2010-05-12,512.040005,512.040005,502.000006,505.39001500000006,7695800,252.947956,GOOGL
2010-05-13,516.500018,522.000006,510.370016,510.88000300000004,6644900,255.69569700000002,GOOGL
2010-05-14,509.77,510.99,496.249994,507.529993,8223700,254.01901600000002,GOOGL
2010-05-17,506.780012,508.360004,498.350004,507.970013,5582000,254.239246,GOOGL
2010-05-18,509.999994,510.97000099999997,497.070005,498.370004,5645300,249.43443599999998,GOOGL
2010-05-19,496.25999400000006,499.44000800000003,487.740019,494.430008,6884500,247.462467,GOOGL
2010-05-20,485.06999299999995,485.580011,473.799993,475.00999400000006,9816700,237.74274,GOOGL
2010-05-21,469.06001799999996,484.999994,464.400009,472.05000599999994,19362200,236.261264,GOOGL
2010-05-24,480.73000700000006,489.789999,476.80001200000004,477.160003,8682500,238.81882000000002,GOOGL
2010-05-25,468.150009,477.449996,464.01001900000006,477.070005,6028700,238.77377599999997,GOOGL
2010-05-26,482.070005,489.76,474.999995,475.470014,6944200,237.97297999999998,GOOGL
2010-05-27,484.949996,492.309999,481.049999,490.46001399999994,5612500,245.47548199999997,GOOGL
2010-05-28,492.740019,493.450002,483.00001299999997,485.63000999999997,5783800,243.05806299999998,GOOGL
2010-06-01,480.43001399999997,491.059999,480.11999199999997,482.36999800000007,5328200,241.426425,GOOGL
2010-06-02,486.68001399999997,493.869991,481.46002000000004,493.370004,5076500,246.93193399999998,GOOGL
2010-06-03,495.109992,508.000012,494.700002,505.60000999999994,7294000,253.05305800000002,GOOGL
